Date/Time,Heating:EnergyTransfer [J](Hourly),Cooling:EnergyTransfer [J](Hourly),Electricity:Facility [J](Hourly) 
 01/08  14:00:00,14971877.008492615,0.0,1712339.9184327582 
 01/08  15:00:00,14745880.8750077,0.0,4442242.681074907 
 01/08  16:00:00,14655804.109663153,0.0,1712339.9184327582 
 01/08  17:00:00,14687854.690165333,0.0,4006695.579481802 
 01/08  18:00:00,14507497.156516265,0.0,2180673.2819414726 
 01/08  19:00:00,14245871.143933844,0.0,4645248.069969512 
 01/08  20:00:00,2724191.799385563,0.0,4645416.94237405 
 01/08  21:00:00,4460593.007347487,0.0,4645786.792469229 
 01/08  22:00:00,4554065.127444854,0.0,1712339.9184327582 
 01/08  23:00:00,3848371.5662054364,0.0,4614566.193719327 
 01/08  24:00:00,4117606.255557052,0.0,4614778.981724125 
 01/09  01:00:00,4344360.820566587,0.0,1712339.9184327582 
 01/09  02:00:00,4802472.787445825,0.0,1712339.9184327582 
 01/09  03:00:00,5331427.660825456,0.0,4366790.452708018 
 01/09  04:00:00,5543593.883586508,0.0,1712339.9184327582 
 01/09  05:00:00,5416227.421299734,0.0,1712339.9184327582 
 01/09  06:00:00,5129131.648738562,0.0,1712339.9184327582 
 01/09  07:00:00,5951219.978486105,0.0,4614977.737589569 
 01/09  08:00:00,17099021.15552642,0.0,4614315.236718696 
 01/09  09:00:00,15730265.398477705,0.0,4781296.213094761 
 01/09  10:00:00,13309737.558975555,0.0,4780785.898453575 
 01/09  11:00:00,11619801.45189074,0.0,1712339.9184327582 
 01/09  12:00:00,9778290.467757303,0.0,4441677.76416672 
 01/09  13:00:00,8571809.039413035,0.0,1712339.9184327582 
 01/09  14:00:00,8914527.453539459,0.0,1712339.9184327582 
 01/09  15:00:00,10012334.635562684,0.0,4442274.4434009 
 01/09  16:00:00,10901225.686483046,0.0,1712339.9184327582 
 01/09  17:00:00,11403003.541211452,0.0,4442200.801804099 
 01/09  18:00:00,12177531.637325317,0.0,4114363.6238854937 
 01/09  19:00:00,14206962.733524095,0.0,2243444.4155593384 
 01/09  20:00:00,1492472.335502862,0.0,4645001.1848481195 
 01/09  21:00:00,2722252.8691196227,0.0,4645365.922199991 
 01/09  22:00:00,2639657.6958016315,0.0,4614971.288709895 
 01/09  23:00:00,2095590.094989793,0.0,1712339.9184327582 
 01/09  24:00:00,2237456.183714425,0.0,4614320.349326074 
 01/10  01:00:00,2762189.2581556905,0.0,1712339.9184327582 
 01/10  02:00:00,2868198.328255733,0.0,4366994.293832094 
 01/10  03:00:00,3579453.5854634363,0.0,1712339.9184327582 
 01/10  04:00:00,4061517.4015293494,0.0,1712339.9184327582 
 01/10  05:00:00,4237126.704646931,0.0,1712339.9184327582 
 01/10  06:00:00,4350088.606427116,0.0,4366659.253076667 
 01/10  07:00:00,5270694.490193302,0.0,1942447.6023407658 
 01/10  08:00:00,16222349.140649885,0.0,4383849.609724203 
 01/10  09:00:00,15317433.260881618,0.0,4781521.939470358 
 01/10  10:00:00,12455386.249273773,0.0,4781375.23928394 
 01/10  11:00:00,10223157.931999967,0.0,3143665.3181236605 
 01/10  12:00:00,8979946.70839011,0.0,3010313.0985789513 
 01/10  13:00:00,8233693.646622421,0.0,1712339.9184327582 
 01/10  14:00:00,8254599.65289796,0.0,4442114.568803205 
 01/10  15:00:00,9180494.285772394,0.0,1712339.9184327582 
 01/10  16:00:00,10427208.336129513,0.0,4442222.684626027 
 01/10  17:00:00,11164930.624475842,0.0,1712339.9184327582 
 01/10  18:00:00,11780377.36293599,0.0,4645459.567381906 
 01/10  19:00:00,12002791.999656687,0.0,4645996.908882236 
 01/10  20:00:00,1640346.8297920781,0.0,1712339.9184327582 
 01/10  21:00:00,3509600.9506612453,0.0,4645906.032113925 
 01/10  22:00:00,3944999.36367049,0.0,4614489.407319044 
 01/10  23:00:00,3271281.9348492865,0.0,4614899.539753372 
 01/10  24:00:00,3286991.198686204,0.0,1712339.9184327582 
 01/11  01:00:00,3309423.398726546,0.0,4366991.433061231 
 01/11  02:00:00,3542237.929896352,0.0,1712339.9184327582 
 01/11  03:00:00,3879937.0125655183,0.0,1712339.9184327582 
 01/11  04:00:00,4287415.33305942,0.0,2175896.7353359032 
 01/11  05:00:00,4679480.926516505,0.0,3903146.3216509037 
 01/11  06:00:00,4866967.341367654,0.0,1712339.9184327582 
 01/11  07:00:00,5840626.256962011,0.0,4614950.361218765 
 01/11  08:00:00,16553541.690061333,0.0,2886960.001068345 
 01/11  09:00:00,15570781.810790148,0.0,3876601.8716101972 
 01/11  10:00:00,11890236.687499974,0.0,4444478.790682241 
 01/11  11:00:00,8589430.700716576,0.0,4442200.017976185 
 01/11  12:00:00,6461413.160860036,0.0,1712339.9184327582 
 01/11  13:00:00,5034755.646322178,0.0,4441647.361286069 
 01/11  14:00:00,4811836.035342786,0.0,1712339.9184327582 
 01/11  15:00:00,5318328.843367739,0.0,4442003.941876167 
 01/11  16:00:00,7618159.425790734,0.0,1712339.9184327582 
 01/11  17:00:00,10229178.254644278,0.0,1712339.9184327582 
 01/11  18:00:00,11075419.697478537,0.0,4645944.849303248 
 01/11  19:00:00,11450518.20533358,0.0,4645854.057875463 
 01/11  20:00:00,1542193.756598165,0.0,4645480.166252436 
 01/11  21:00:00,3497527.316160301,0.0,3248672.3666811567 
 01/11  22:00:00,3980535.6170005337,0.0,3093989.1543037863 
 01/11  23:00:00,3554436.1177188577,0.0,4614989.444325429 
 01/11  24:00:00,3779924.2291244697,0.0,4614311.171947782 
 01/12  01:00:00,3810517.072499876,0.0,1712339.9184327582 
 01/12  02:00:00,3881831.22414312,0.0,1712339.9184327582 
 01/12  03:00:00,3921054.9685157808,0.0,1769788.6409117056 
 01/12  04:00:00,3881391.2113444973,0.0,4309544.387963791 
 01/12  05:00:00,3713054.861654748,0.0,1712339.9184327582 
 01/12  06:00:00,3640113.1188013856,0.0,1712339.9184327582 
 01/12  07:00:00,4629932.97964418,0.0,4614630.637049928 
 01/12  08:00:00,16192563.309730815,0.0,4614700.1443308685 
 01/12  09:00:00,13982579.045296745,0.0,4780930.119995384 
 01/12  10:00:00,10422701.419277284,0.0,4781539.033945351 
 01/12  11:00:00,7915329.8077651,0.0,1712339.9184327582 
 01/12  12:00:00,5873015.570622647,0.0,1712339.9184327582 
 01/12  13:00:00,4295570.9533734685,0.0,4442278.484901845 
 01/12  14:00:00,3818406.2690179544,0.0,1712339.9184327582 
 01/12  15:00:00,3913155.044815528,0.0,4442204.846393975 
 01/12  16:00:00,5897773.332576536,0.0,1712339.9184327582 
 01/12  17:00:00,8663857.420681437,0.0,4441658.1141153425 
 01/12  18:00:00,9947234.173702955,0.0,1712339.9184327582 
 01/12  19:00:00,10542321.098187441,0.0,4645952.407012759 
 01/12  20:00:00,1022417.7108435738,0.0,4645017.120597916 
 01/12  21:00:00,2815259.6836215323,0.0,4645437.2097603185 
 01/12  22:00:00,3407610.5349063827,0.0,2181141.5118419165 
 01/12  23:00:00,2845023.2634613076,0.0,4145867.792189805 
 01/12  24:00:00,3277457.7678117976,0.0,4614660.2068578135 
 01/13  01:00:00,3580280.214045236,0.0,1712339.9184327582 
 01/13  02:00:00,3749954.0805644304,0.0,1712339.9184327582 
 01/13  03:00:00,3722350.363718111,0.0,4366977.254108974 
 01/13  04:00:00,3901861.4129652693,0.0,1712339.9184327582 
 01/13  05:00:00,4197181.399610359,0.0,1712339.9184327582 
 01/13  06:00:00,4419479.537132571,0.0,4366805.280187217 
 01/13  07:00:00,5634645.1587541755,0.0,1712339.9184327582 
 01/13  08:00:00,15545815.56959366,0.0,4614235.395815954 
 01/13  09:00:00,14565727.785660919,0.0,4780735.454505673 
 01/13  10:00:00,12013758.362823738,0.0,4780870.77829526 
 01/13  11:00:00,9101109.785116341,0.0,1712339.9184327582 
 01/13  12:00:00,7160542.797634824,0.0,4442083.865627908 
 01/13  13:00:00,6749421.861337793,0.0,1712339.9184327582 
 01/13  14:00:00,7115769.1033633845,0.0,4442225.066305338 
 01/13  15:00:00,8053636.3467595745,0.0,1712339.9184327582 
 01/13  16:00:00,9357276.076343186,0.0,3712345.3633525977 
 01/13  17:00:00,10172487.140444241,0.0,2441743.2106548734 
 01/13  18:00:00,10503785.516432498,0.0,4645345.69259217 
 01/13  19:00:00,10673311.70010575,0.0,3100705.102212474 
 01/13  20:00:00,940060.5037207814,0.0,3256638.7279886073 
 01/13  21:00:00,2525853.713016323,0.0,4645497.949053872 
 01/13  22:00:00,3012496.362091538,0.0,4614973.656015457 
 01/13  23:00:00,2417738.4009120865,0.0,3093719.2193444828 
 01/13  24:00:00,2616225.0991124352,0.0,3232938.9207257293 
 01/14  01:00:00,2759819.2413354516,0.0,4224828.789018352 
 01/14  02:00:00,2886331.179844346,0.0,1854384.29151295 
 01/14  03:00:00,3009800.9572124826,0.0,1712339.9184327582 
 01/14  04:00:00,3151373.8524407437,0.0,1712339.9184327582 
 01/14  05:00:00,3253134.9007704034,0.0,4366901.429150935 
 01/14  06:00:00,3312549.418139606,0.0,1712339.9184327582 
 01/14  07:00:00,4216527.895400969,0.0,4614820.453100294 
 01/14  08:00:00,15637092.66631811,0.0,1712339.9184327582 
 01/14  09:00:00,13449106.648824582,0.0,4781212.4259680435 
 01/14  10:00:00,12515501.794195129,0.0,4780759.958846055 
 01/14  11:00:00,11812216.861640796,0.0,4441835.314889164 
 01/14  12:00:00,11310457.110893203,0.0,1712339.9184327582 
 01/14  13:00:00,10877714.113879297,0.0,4442248.627367881 
 01/14  14:00:00,9864664.623084256,0.0,1712339.9184327582 
 01/14  15:00:00,8607764.52072139,0.0,1712339.9184327582 
 01/14  16:00:00,8798592.413727378,0.0,4441946.826343275 
 01/14  17:00:00,9903119.534233093,0.0,1712339.9184327582 
 01/14  18:00:00,10212717.5778905,0.0,4645619.553524176 
 01/14  19:00:00,10130043.608029999,0.0,4645965.047611292 
 01/14  20:00:00,415927.5835148551,0.0,4645404.749086498 
 01/14  21:00:00,1683017.9345375132,0.0,1712339.9184327582 
 01/14  22:00:00,2027348.006691394,0.0,4614505.352097061 
 01/14  23:00:00,1560951.2499513747,0.0,4614871.442925991 
 01/14  24:00:00,1732655.4715056848,0.0,4026698.375942151 
 01/15  01:00:00,1844869.3345602648,0.0,2249040.670564693 
 01/15  02:00:00,1921656.7186924822,0.0,1712339.9184327582 
 01/15  03:00:00,2025094.6593504979,0.0,1712339.9184327582 
 01/15  04:00:00,2118194.717157686,0.0,4367034.66379719 
 01/15  05:00:00,2169615.308928361,0.0,1712339.9184327582 
 01/15  06:00:00,2221402.9910677676,0.0,1712339.9184327582 
 01/15  07:00:00,2890036.372171649,0.0,4614325.20415524 
 01/15  08:00:00,14024823.19897759,0.0,4615014.278769467 
 01/15  09:00:00,11944271.19090153,0.0,4566323.3437583465 
 01/15  10:00:00,11095151.525583593,0.0,3877727.3189407904 
 01/15  11:00:00,10500791.230841577,0.0,2704878.2888162183 
 01/15  12:00:00,10026376.874304587,0.0,1712339.9184327582 
 01/15  13:00:00,9559731.470135642,0.0,4441905.090437334 
 01/15  14:00:00,8899735.72611025,0.0,1712339.9184327582 
 01/15  15:00:00,8382632.390724309,0.0,4442240.966583905 
 01/15  16:00:00,8682364.956008868,0.0,1712339.9184327582 
 01/15  17:00:00,9199817.637390876,0.0,3978040.298017472 
 01/15  18:00:00,9309707.914638055,0.0,2211484.695414652 
 01/15  19:00:00,9287398.49028632,0.0,4645245.0209084675 
 01/15  20:00:00,172850.38735697127,0.0,4645151.13972529 
 01/15  21:00:00,1240866.2380875286,0.0,4645812.996938237 
 01/15  22:00:00,1734244.4055966628,0.0,1712339.9184327582 
 01/15  23:00:00,1427559.748821684,0.0,4614547.597722159 
 01/15  24:00:00,1649224.5120763248,0.0,4614805.0823874455 
 01/16  01:00:00,1825222.7339183062,0.0,1712339.9184327582 
 01/16  02:00:00,2061805.9497327153,0.0,1712339.9184327582 
 01/16  03:00:00,2304951.3087168774,0.0,4366858.301879463 
 01/16  04:00:00,2577603.227711768,0.0,1712339.9184327582 
 01/16  05:00:00,2849166.227368039,0.0,1712339.9184327582 
 01/16  06:00:00,3077449.113364403,0.0,1712339.9184327582 
 01/16  07:00:00,4123592.42159757,0.0,4614973.995851583 
 01/16  08:00:00,15614877.717708074,0.0,4614431.802915431 
 01/16  09:00:00,13741672.113304546,0.0,4781275.952011943 
 01/16  10:00:00,11390033.9333138,0.0,4780779.214114265 
 01/16  11:00:00,8377907.64059476,0.0,1712339.9184327582 
 01/16  12:00:00,5742187.178264706,0.0,4441692.421511695 
 01/16  13:00:00,3390467.924953053,0.0,1712339.9184327582 
 01/16  14:00:00,2119756.11230915,0.0,1712339.9184327582 
 01/16  15:00:00,2215921.310621935,0.0,4442270.8624019325 
 01/16  16:00:00,4841281.598850459,0.0,1712339.9184327582 
 01/16  17:00:00,7934069.749095041,0.0,4442197.218069256 
 01/16  18:00:00,9276363.077706024,0.0,4083312.714702706 
 01/16  19:00:00,10031564.642322412,0.0,2274478.919837256 
 01/16  20:00:00,927736.0709377244,0.0,4644994.420687521 
 01/16  21:00:00,2904767.339780849,0.0,4645378.737570276 
 01/16  22:00:00,3761917.617954011,0.0,4614967.515750876 
 01/16  23:00:00,3373365.6181543916,0.0,1712339.9184327582 
 01/16  24:00:00,3848714.2925780723,0.0,4614324.317557148 
 01/17  01:00:00,4031360.505035246,0.0,1712339.9184327582 
 01/17  02:00:00,4149984.8757248027,0.0,4366990.784753307 
 01/17  03:00:00,4254200.210266175,0.0,1712339.9184327582 
 01/17  04:00:00,4322473.277991673,0.0,1712339.9184327582 
 01/17  05:00:00,4557898.741383741,0.0,1712339.9184327582 
 01/17  06:00:00,4744503.434478335,0.0,4366713.645039808 
 01/17  07:00:00,5801262.647084938,0.0,1908908.9775111997 
 01/17  08:00:00,15973250.085074894,0.0,4417392.643001674 
 01/17  09:00:00,14676787.112565517,0.0,4781518.003746405 
 01/17  10:00:00,11007259.362876553,0.0,4781371.2993356995 
 01/17  11:00:00,7869457.519350646,0.0,3083545.510943055 
 01/17  12:00:00,4902263.245538655,0.0,3070433.4382911995 
 01/17  13:00:00,2835773.61626859,0.0,1712339.9184327582 
 01/17  14:00:00,1739100.7281214423,0.0,4442162.903542499 
 01/17  15:00:00,1768297.9150224086,0.0,1712339.9184327582 
 01/17  16:00:00,4320514.244486069,0.0,4442219.085661734 
 01/17  17:00:00,7156428.154705936,0.0,1712339.9184327582 
 01/17  18:00:00,8279918.157208092,0.0,4645476.362081276 
 01/17  19:00:00,8732693.267817814,0.0,4645993.111717522 
 01/17  20:00:00,87000.0933647567,0.0,1712339.9184327582 
 01/17  21:00:00,970188.2957338972,0.0,4645372.704832819 
 01/17  22:00:00,1498528.6320473957,0.0,4614474.07771859 
 01/17  23:00:00,1182407.957513054,0.0,4614928.456024148 
 01/17  24:00:00,1396729.3385033756,0.0,1712339.9184327582 
 01/18  01:00:00,1536124.2797257432,0.0,4366987.957761908 
 01/18  02:00:00,1705815.285962489,0.0,1712339.9184327582 
 01/18  03:00:00,1883177.742208622,0.0,1712339.9184327582 
 01/18  04:00:00,2033544.4491976323,0.0,2080097.5917764127 
 01/18  05:00:00,2174082.005688865,0.0,3999004.20914321 
 01/18  06:00:00,2299944.4312476655,0.0,1712339.9184327582 
 01/18  07:00:00,3086714.006682565,0.0,4614946.626484112 
 01/18  08:00:00,13938396.587792438,0.0,2853675.152094517 
 01/18  09:00:00,12012458.936117675,0.0,3876599.379598899 
 01/18  10:00:00,11142312.833124546,0.0,4479702.716692036 
 01/18  11:00:00,11082065.293513369,0.0,4442190.848654963 
 01/18  12:00:00,9939904.930386553,0.0,1712339.9184327582 
