ogc_fid,param_name,assigned_value
4136730,infiltration_base_range,"(1.1, 1.3)"
4136730,infiltration_base,1.2278853596915769
4136730,year_factor_range,"(0.9, 1.1)"
4136730,year_factor,0.9050021510445334
4136730,fan_pressure_range,"(0.0, 0.0)"
4136730,fan_pressure,0.0
4136730,f_ctrl_range,"(0.9, 1.0)"
4136730,f_ctrl,0.9223210738148823
4136730,infiltration_schedule_name,AlwaysOnSched
4136730,ventilation_schedule_name,VentSched_DayNight
4136732,infiltration_base_range,"(0.5, 0.7)"
4136732,infiltration_base,0.6278853596915768
4136732,year_factor_range,"(0.9, 1.1)"
4136732,year_factor,0.9050021510445334
4136732,fan_pressure_range,"(0.0, 0.0)"
4136732,fan_pressure,0.0
4136732,f_ctrl_range,"(0.75, 0.85)"
4136732,f_ctrl,0.7723210738148822
4136732,hrv_eff_range,"(0.7, 0.8)"
4136732,hrv_eff,0.7736471214164012
4136732,infiltration_schedule_name,AlwaysOnSched
4136732,ventilation_schedule_name,VentSched_DayNight
