BuildingID,param_name,assigned_value,min_value,max_value
413673001.0,occupant_density_m2_per_person,30.0,27.0,33.0
413673001.0,liters_per_person_per_day,45.0,55.0,65.0
413673001.0,default_tank_volume_liters,314.7944954347799,250.0,350.0
413673001.0,default_heater_capacity_w,4405.72667968365,4000.0,5000.0
413673001.0,setpoint_c,59.2372113547255,58.0,60.0
413673001.0,usage_split_factor,0.6353398974845822,0.5,0.7
413673001.0,peak_hours,2.8921795677048454,2.0,3.0
413673001.0,sched_morning,0.6173877665258832,0.6,0.8
413673001.0,sched_peak,0.9860887922547408,0.9,1.1
413673001.0,sched_afternoon,0.2534034178576842,0.2,0.3
413673001.0,sched_evening,0.6874551899214414,0.6,1.0
413673001.0,epw_file_path,C:/Users/aminj/OneDrive/Desktop/EnergyPlus/Weather/2020.epw,,
413673001.0,fenez_top_opq.obj_type,MATERIAL:NOMASS,,
413673001.0,fenez_top_opq.Name,Insulated_Roof_R5,,
413673001.0,fenez_top_opq.Roughness,MediumRough,,
413673001.0,fenez_top_opq.Thermal_Resistance,4.635051048165411,,
413673001.0,fenez_top_opq.Thermal_Absorptance,0.5120305189364743,,
413673001.0,fenez_top_opq.Solar_Absorptance,0.018565093747678008,,
413673001.0,fenez_top_opq.Visible_Absorptance,-0.28185033453950425,,
413673001.0,fenez_top_win.obj_type,WINDOWMATERIAL:GLAZING,,
413673001.0,fenez_top_win.Name,Glazing_Clear_3mm,,
413673001.0,fenez_top_win.Optical_Data_Type,SpectralAverage,,
413673001.0,fenez_top_win.IR_Transmittance,0.6629483493414126,,
413673001.0,fenez_top_win.Solar_Diffusing,No,,
413673001.0,fenez_top_win.Thickness,-0.05282185480100632,,
413673001.0,fenez_top_win.Solar_Transmittance,1.5015525517806063,,
413673001.0,fenez_top_win.Front_Solar_Reflectance,-0.38981774668513147,,
413673001.0,fenez_top_win.Back_Solar_Reflectance,0.7900013548622664,,
413673001.0,fenez_top_win.Visible_Transmittance,1.3369357432831954,,
413673001.0,fenez_top_win.Front_Visible_Reflectance,0.1142232376713554,,
413673001.0,fenez_top_win.Back_Visible_Reflectance,-0.314543166724829,,
413673001.0,fenez_top_win.Front_IR_Emissivity,0.010352891161262812,,
413673001.0,fenez_top_win.Back_IR_Emissivity,1.0480378838141293,,
413673001.0,fenez_top_win.Conductivity,1.7461076262740187,,
413673001.0,fenez_top_win.Dirt_Correction_Factor,0.6968754400211477,,
413673001.0,fenez_ground_floor_opq.obj_type,MATERIAL,,
413673001.0,fenez_ground_floor_opq.Name,DoorPanel_Range,,
413673001.0,fenez_ground_floor_opq.Roughness,MediumRough,,
413673001.0,fenez_ground_floor_opq.Thickness,-0.8039700886142425,,
413673001.0,fenez_ground_floor_opq.Conductivity,0.9861747956924383,,
413673001.0,fenez_ground_floor_opq.Density,682.8637974803603,,
413673001.0,fenez_ground_floor_opq.Specific_Heat,2366.0710576206725,,
413673001.0,fenez_ground_floor_opq.Thermal_Absorptance,0.6681848347907059,,
413673001.0,fenez_ground_floor_opq.Solar_Absorptance,0.7067774023860747,,
413673001.0,fenez_ground_floor_opq.Visible_Absorptance,1.3205014066618939,,
413673001.0,fenez_ground_floor_win.obj_type,WINDOWMATERIAL:GLAZING,,
413673001.0,fenez_ground_floor_win.Name,Glazing_Clear_3mm,,
413673001.0,fenez_ground_floor_win.Optical_Data_Type,SpectralAverage,,
413673001.0,fenez_ground_floor_win.IR_Transmittance,-0.7874152163634223,,
413673001.0,fenez_ground_floor_win.Solar_Diffusing,No,,
413673001.0,fenez_ground_floor_win.Thickness,-0.9581124709763621,,
413673001.0,fenez_ground_floor_win.Solar_Transmittance,0.5791407050884531,,
413673001.0,fenez_ground_floor_win.Front_Solar_Reflectance,0.8568038701145582,,
413673001.0,fenez_ground_floor_win.Back_Solar_Reflectance,0.2278040103063485,,
413673001.0,fenez_ground_floor_win.Visible_Transmittance,0.44798371797244085,,
413673001.0,fenez_ground_floor_win.Front_Visible_Reflectance,-0.7035404616036687,,
413673001.0,fenez_ground_floor_win.Back_Visible_Reflectance,0.9268895121299998,,
413673001.0,fenez_ground_floor_win.Front_IR_Emissivity,0.9590787707277929,,
413673001.0,fenez_ground_floor_win.Back_IR_Emissivity,-0.0698500995859398,,
413673001.0,fenez_ground_floor_win.Conductivity,-0.8359351158685924,,
413673001.0,fenez_ground_floor_win.Dirt_Correction_Factor,1.5670301365214852,,
413673001.0,fenez_ground_floor_R_value,3.002467545467134,,
413673001.0,fenez_ground_floor_U_value,0.0280540838072022,,
413673001.0,fenez_ground_floor_area_m2,69.85259931586745,,
413673001.0,fenez_exterior_wall_opq.obj_type,MATERIAL,,
413673001.0,fenez_exterior_wall_opq.Name,InternalFloor_Generic,,
413673001.0,fenez_exterior_wall_opq.Roughness,MediumSmooth,,
