ogc_fid,param_name,assigned_value
4136730,occupant_density_m2_per_person_range,"(27.0, 33.0)"
4136730,occupant_density_m2_per_person,30.0
4136730,liters_per_person_per_day_range,"(55.0, 65.0)"
4136730,liters_per_person_per_day,45.0
4136730,default_tank_volume_liters_range,"(250.0, 350.0)"
4136730,default_tank_volume_liters,277.5029318369119
4136730,default_heater_capacity_w_range,"(4000.0, 5000.0)"
4136730,default_heater_capacity_w,4223.210738148823
4136730,setpoint_c_range,"(58.0, 60.0)"
4136730,setpoint_c,59.472942428328025
4136730,usage_split_factor_range,"(0.5, 0.7)"
4136730,usage_split_factor,0.6353398974845822
4136730,peak_hours_range,"(2.0, 3.0)"
4136730,peak_hours,2.8921795677048454
4136730,sched_morning_range,"(0.6, 0.8)"
4136730,sched_morning,0.6173877665258832
4136730,sched_peak_range,"(0.9, 1.1)"
4136730,sched_peak,0.9843843639370542
4136730,sched_afternoon_range,"(0.2, 0.3)"
4136730,sched_afternoon,0.20297972194380703
4136730,sched_evening_range,"(0.6, 1.0)"
4136730,sched_evening,0.6874551899214414
4136730,dhw_occupant_count,1
4136730,dhw_daily_liters,45.0
4136730,dhw_peak_flow_m3s,2.7459390168016543e-06
4136730,dhw_tank_volume_m3,0.2775029318369119
4136730,dhw_heater_capacity_w,4223.210738148823
4136730,dhw_fraction_schedule,MyDHW_0_UseFraction
4136730,dhw_setpoint_schedule,MyDHW_0_Setpoint
4136730,dhw_waterheater_object_name,MyDHW_0_WaterHeater
4136730,dhw_heater_fuel_type,Electricity
4136730,dhw_heater_thermal_eff,0.9
4136730,dhw_waterheater.obj_type,WATERHEATER:MIXED
4136730,dhw_waterheater.Name,MyDHW_0_WaterHeater
4136730,dhw_waterheater.Tank_Volume,0.2775029318369119
4136730,dhw_waterheater.Setpoint_Temperature_Schedule_Name,MyDHW_0_Setpoint
4136730,dhw_waterheater.Heater_Maximum_Capacity,4223.210738148823
4136730,dhw_waterheater.Heater_Fuel_Type,Electricity
4136730,dhw_waterheater.Heater_Thermal_Efficiency,0.9
4136730,dhw_waterheater.Use_Flow_Rate_Fraction_Schedule_Name,MyDHW_0_UseFraction
4136732,occupant_density_m2_per_person_range,"(63.52941176470588, 77.6470588235294)"
4136732,occupant_density_m2_per_person,70.58823529411764
4136732,liters_per_person_per_day_range,"(55.0, 65.0)"
4136732,liters_per_person_per_day,45.00000000000001
4136732,default_tank_volume_liters_range,"(250.0, 350.0)"
4136732,default_tank_volume_liters,277.5029318369119
4136732,default_heater_capacity_w_range,"(4000.0, 5000.0)"
4136732,default_heater_capacity_w,4223.210738148823
4136732,setpoint_c_range,"(58.0, 60.0)"
4136732,setpoint_c,59.472942428328025
4136732,usage_split_factor_range,"(0.5, 0.7)"
4136732,usage_split_factor,0.6353398974845822
4136732,peak_hours_range,"(2.0, 3.0)"
4136732,peak_hours,2.8921795677048454
4136732,sched_morning_range,"(0.6, 0.8)"
4136732,sched_morning,0.6173877665258832
4136732,sched_peak_range,"(0.9, 1.1)"
4136732,sched_peak,0.9843843639370542
4136732,sched_afternoon_range,"(0.2, 0.3)"
4136732,sched_afternoon,0.20297972194380703
4136732,sched_evening_range,"(0.6, 1.0)"
4136732,sched_evening,0.6874551899214414
4136732,dhw_occupant_count,2
4136732,dhw_daily_liters,90.00000000000001
4136732,dhw_peak_flow_m3s,5.4918780336033095e-06
4136732,dhw_tank_volume_m3,0.2775029318369119
4136732,dhw_heater_capacity_w,4223.210738148823
4136732,dhw_fraction_schedule,MyDHW_1_UseFraction
4136732,dhw_setpoint_schedule,MyDHW_1_Setpoint
4136732,dhw_waterheater_object_name,MyDHW_1_WaterHeater
4136732,dhw_heater_fuel_type,Electricity
4136732,dhw_heater_thermal_eff,0.9
4136732,dhw_waterheater.obj_type,WATERHEATER:MIXED
4136732,dhw_waterheater.Name,MyDHW_1_WaterHeater
4136732,dhw_waterheater.Tank_Volume,0.2775029318369119
4136732,dhw_waterheater.Setpoint_Temperature_Schedule_Name,MyDHW_1_Setpoint
4136732,dhw_waterheater.Heater_Maximum_Capacity,4223.210738148823
4136732,dhw_waterheater.Heater_Fuel_Type,Electricity
4136732,dhw_waterheater.Heater_Thermal_Efficiency,0.9
4136732,dhw_waterheater.Use_Flow_Rate_Fraction_Schedule_Name,MyDHW_1_UseFraction
