Date/Time,Heating:EnergyTransfer [J](Hourly),Cooling:EnergyTransfer [J](Hourly),Electricity:Facility [J](Hourly) 
 01/05  02:00:00,397591092.89613473,0.0,3339296.514321888 
 01/05  03:00:00,399228649.45084846,0.0,3799665.2623478696 
 01/05  04:00:00,400910122.0277224,0.0,5533292.84541877 
 01/05  05:00:00,402625599.3291365,0.0,3339296.514321888 
 01/05  06:00:00,404370403.2696597,0.0,3339296.514321888 
 01/05  07:00:00,407957991.44366837,0.0,6241504.812530426 
 01/05  08:00:00,286229491.3410293,0.0,6241760.505934168 
 01/05  09:00:00,279032410.89149976,0.0,6407838.269128775 
 01/05  10:00:00,271073231.96996486,0.0,6408500.529646087 
 01/05  11:00:00,262282355.9364672,0.0,3339296.514321888 
 01/05  12:00:00,252688704.0909592,0.0,3490681.4161883956 
 01/05  13:00:00,244344616.32873565,0.0,5917725.170718884 
 01/05  14:00:00,242810408.02518654,0.0,3339296.514321888 
 01/05  15:00:00,246206741.79182053,0.0,6069176.370032717 
 01/05  16:00:00,249299654.49220976,0.0,3339296.514321888 
 01/05  17:00:00,251618606.8446567,0.0,6068674.457146909 
 01/05  18:00:00,254910571.46615475,0.0,3339296.514321888 
 01/05  19:00:00,257627524.4443876,0.0,6272924.794708675 
 01/05  20:00:00,373797933.6083419,0.0,6272833.971274896 
 01/05  21:00:00,371775833.81550944,0.0,6272463.390498264 
 01/05  22:00:00,370388852.843869,0.0,3946253.350354201 
 01/05  23:00:00,367737538.24627376,0.0,5634581.943356127 
 01/05  24:00:00,366925345.1119323,0.0,6241714.70332757 
 01/06  01:00:00,366233248.51266444,0.0,3339296.514321888 
 01/06  02:00:00,368198970.48974586,0.0,3339296.514321888 
 01/06  03:00:00,370535718.69664496,0.0,5993956.680359269 
 01/06  04:00:00,373405539.05673534,0.0,3339296.514321888 
 01/06  05:00:00,377048883.5158513,0.0,3339296.514321888 
 01/06  06:00:00,379485231.1221406,0.0,5993539.377169462 
 01/06  07:00:00,384154154.1788362,0.0,3339296.514321888 
 01/06  08:00:00,267490708.16623285,0.0,6241146.710035026 
 01/06  09:00:00,265941045.39804044,0.0,6407708.573414361 
 01/06  10:00:00,264465384.8231836,0.0,6407787.003499497 
 01/06  11:00:00,262130959.88583645,0.0,3339296.514321888 
 01/06  12:00:00,258862955.09039617,0.0,6068871.3546572365 
 01/06  13:00:00,255522672.7635243,0.0,3339296.514321888 
 01/06  14:00:00,252172802.71351677,0.0,6069196.585697321 
 01/06  15:00:00,248769884.1665436,0.0,3339296.514321888 
 01/06  16:00:00,246579148.2954154,0.0,5588671.985859741 
 01/06  17:00:00,243880604.37750864,0.0,3819443.7742482238 
 01/06  18:00:00,240391349.79242295,0.0,6272355.120244376 
 01/06  19:00:00,236869864.01822942,0.0,4857097.197185435 
 01/06  20:00:00,350829513.24973994,0.0,4754180.231557668 
 01/06  21:00:00,349300980.6050924,0.0,6272385.297510633 
 01/06  22:00:00,348347969.54068536,0.0,6241946.007989684 
 01/06  23:00:00,346229458.5711282,0.0,4860333.60520404 
 01/06  24:00:00,345851187.82465726,0.0,4720230.685661839 
 01/07  01:00:00,345596987.9970025,0.0,5993952.102155546 
 01/07  02:00:00,362758827.9895345,0.0,3339296.514321888 
 01/07  03:00:00,391895218.2023189,0.0,3339296.514321888 
 01/07  04:00:00,422214012.1463524,0.0,3339296.514321888 
 01/07  05:00:00,451692682.502327,0.0,5993598.467948005 
 01/07  06:00:00,480772405.2454836,0.0,3339296.514321888 
 01/07  07:00:00,513849368.9840244,0.0,6241670.42548063 
 01/07  08:00:00,393545734.83676994,0.0,3339296.514321888 
 01/07  09:00:00,375171535.57674015,0.0,6408251.746481132 
 01/07  10:00:00,355813094.90531105,0.0,6407742.137768265 
 01/07  11:00:00,336222758.43420464,0.0,6068685.091156559 
 01/07  12:00:00,316558353.8876194,0.0,3339296.514321888 
 01/07  13:00:00,296982704.29801553,0.0,6069220.328718729 
 01/07  14:00:00,286151575.41247684,0.0,3339296.514321888 
 01/07  15:00:00,281844764.5109177,0.0,3339296.514321888 
 01/07  16:00:00,277202689.25465524,0.0,6069083.206495101 
 01/07  17:00:00,273047274.87283933,0.0,3339296.514321888 
 01/07  18:00:00,268195119.4122152,0.0,6272490.578835068 
 01/07  19:00:00,263766484.52821577,0.0,6272937.607295945 
 01/07  20:00:00,375460948.9149705,0.0,6272846.792717699 
 01/07  21:00:00,368938020.7456366,0.0,3339296.514321888 
 01/07  22:00:00,362474300.5551856,0.0,6241537.868696203 
 01/07  23:00:00,355324904.0239169,0.0,6241715.6002229955 
 01/07  24:00:00,349494296.68883115,0.0,5794290.732280467 
 01/08  01:00:00,344297733.17251784,0.0,3747617.649753375 
 01/08  02:00:00,342332155.753641,0.0,3339296.514321888 
 01/08  03:00:00,341866610.5429152,0.0,3339296.514321888 
 01/08  04:00:00,342683313.7481084,0.0,5993995.91183535 
 01/08  05:00:00,343030252.5753655,0.0,3339296.514321888 
 01/08  06:00:00,342660676.05263716,0.0,3339296.514321888 
 01/08  07:00:00,343843838.18591046,0.0,6241288.33825618 
 01/08  08:00:00,218667520.6457158,0.0,6241975.89078713 
 01/08  09:00:00,208557727.69818088,0.0,6225538.031187495 
 01/08  10:00:00,196780093.16761404,0.0,5504726.557769759 
 01/08  11:00:00,186393256.75323933,0.0,4303155.661918677 
 01/08  12:00:00,180864871.59265178,0.0,3339296.514321888 
 01/08  13:00:00,176198295.09658748,0.0,6068845.113641879 
 01/08  14:00:00,173098193.31583774,0.0,3339296.514321888 
 01/08  15:00:00,165440881.6595771,0.0,6069199.278895834 
 01/08  16:00:00,162478071.66832906,0.0,3339296.514321888 
 01/08  17:00:00,164434840.5106926,0.0,5633684.462854933 
 01/08  18:00:00,159304767.6028983,0.0,3807595.160615471 
 01/08  19:00:00,152294901.78937158,0.0,6272204.664970251 
 01/08  20:00:00,259210311.19971,0.0,6272298.992947476 
 01/08  21:00:00,246201210.62174505,0.0,6272744.232050283 
 01/08  22:00:00,231852068.62216902,0.0,3339296.514321888 
 01/08  23:00:00,224011096.5687582,0.0,6241522.1729542855 
 01/08  24:00:00,225107305.60416967,0.0,6241736.416402061 
 01/09  01:00:00,228432346.80144292,0.0,3339296.514321888 
 01/09  02:00:00,238896254.42243594,0.0,3339296.514321888 
 01/09  03:00:00,252519423.7393663,0.0,5993749.162990259 
 01/09  04:00:00,256022677.41084033,0.0,3339296.514321888 
 01/09  05:00:00,244411299.02960417,0.0,3339296.514321888 
 01/09  06:00:00,231914717.93376994,0.0,3339296.514321888 
 01/09  07:00:00,228011653.8979556,0.0,6241934.211634366 
 01/09  08:00:00,120651826.19936605,0.0,6241271.910783421 
 01/09  09:00:00,119972852.12295829,0.0,6408252.1471506385 
 01/09  10:00:00,110932082.19745502,0.0,6407742.275146946 
 01/09  11:00:00,101152246.29412913,0.0,3339296.514321888 
 01/09  12:00:00,90518518.64258337,0.0,6068634.798449071 
 01/09  13:00:00,79876812.15665804,0.0,3339296.514321888 
 01/09  14:00:00,78365686.26769666,0.0,3339296.514321888 
 01/09  15:00:00,81142815.41291486,0.0,6069230.923322987 
 01/09  16:00:00,84298658.49419278,0.0,3339296.514321888 
 01/09  17:00:00,88059332.8738257,0.0,6069157.281637618 
 01/09  18:00:00,90670403.54805875,0.0,5740314.629436752 
 01/09  19:00:00,93784193.17121458,0.0,3871406.0610010317 
 01/09  20:00:00,206814410.7904001,0.0,6272061.1329721045 
 01/09  21:00:00,183972103.36569107,0.0,6272323.289329365 
 01/09  22:00:00,164747384.25485727,0.0,6241927.652311225 
 01/09  23:00:00,156447111.65983444,0.0,3339296.514321888 
 01/09  24:00:00,153806415.39686608,0.0,6241277.169035621 
 01/10  01:00:00,156759079.53433478,0.0,3339296.514321888 
 01/10  02:00:00,163969558.49377042,0.0,5993950.673679199 
 01/10  03:00:00,186332641.57943374,0.0,3339296.514321888 
 01/10  04:00:00,197640134.0744863,0.0,3339296.514321888 
 01/10  05:00:00,198463534.78900862,0.0,3339296.514321888 
 01/10  06:00:00,198848397.34937525,0.0,5993619.02219872 
 01/10  07:00:00,199452619.12024593,0.0,3567339.261779146 
 01/10  08:00:00,92549280.6301974,0.0,6012871.392977063 
 01/10  09:00:00,101767243.80390862,0.0,6408478.293049861 
 01/10  10:00:00,109954909.6387379,0.0,6408331.594923316 
 01/10  11:00:00,96305221.65471104,0.0,4766920.378525334 
 01/10  12:00:00,86639330.37619667,0.0,4640971.195437696 
 01/10  13:00:00,89288403.41999623,0.0,3339296.514321888 
 01/10  14:00:00,89844078.24646647,0.0,6069074.073098162 
 01/10  15:00:00,91740515.23633279,0.0,3339296.514321888 
 01/10  16:00:00,96762697.57353826,0.0,6069179.0589382835 
 01/10  17:00:00,102377696.79993464,0.0,3339296.514321888 
 01/10  18:00:00,117017533.90605214,0.0,6272417.179504216 
 01/10  19:00:00,122325769.25402117,0.0,6272953.266368597 
 01/10  20:00:00,234861456.95232764,0.0,3339296.514321888 
 01/10  21:00:00,236200806.89820772,0.0,6272862.467436422 
 01/10  22:00:00,238625500.49249265,0.0,6241445.333278703 
 01/10  23:00:00,240354941.22536868,0.0,6241857.358517832 
 01/10  24:00:00,230640616.51012743,0.0,3339296.514321888 
 01/11  01:00:00,222688496.68867987,0.0,5993947.880274821 
 01/11  02:00:00,225157525.28982192,0.0,3339296.514321888 
 01/11  03:00:00,230594581.37557986,0.0,3339296.514321888 
 01/11  04:00:00,236104643.43641838,0.0,3798754.9108534097 
 01/11  05:00:00,239354299.32534462,0.0,5534203.727634441 
 01/11  06:00:00,237757320.9639581,0.0,3339296.514321888 
 01/11  07:00:00,236280385.46255913,0.0,6241906.797339862 
 01/11  08:00:00,123744026.76875,0.0,4512501.5753792 
 01/11  09:00:00,131638512.5388448,0.0,5503558.342344074 
 01/11  10:00:00,132563699.22196276,0.0,6072932.854047505 
 01/11  11:00:00,113973320.95351778,0.0,6069156.391327988 
 01/11  12:00:00,113271842.47290312,0.0,3339296.514321888 
 01/11  13:00:00,114567515.5996226,0.0,6068603.562576007 
 01/11  14:00:00,115666695.28185248,0.0,3339296.514321888 
 01/11  15:00:00,109055199.68890274,0.0,6068963.09608203 
 01/11  16:00:00,121239496.92057492,0.0,3339296.514321888 
 01/11  17:00:00,135517164.02324697,0.0,3339296.514321888 
 01/11  18:00:00,133330294.26800963,0.0,6272901.210495565 
 01/11  19:00:00,133137992.95178938,0.0,6272810.418887017 
 01/11  20:00:00,247181122.38193855,0.0,6272362.869456748 
 01/11  21:00:00,241576931.6643384,0.0,4874153.638694771 
 01/11  22:00:00,239591837.2924257,0.0,4722405.508035898 
 01/11  23:00:00,249076909.16516635,0.0,6241945.874818619 
 01/11  24:00:00,244386055.78665102,0.0,6241267.779546761 
 01/12  01:00:00,235378165.40939924,0.0,3339296.514321888 
 01/12  02:00:00,231459341.7131076,0.0,3339296.514321888 
 01/12  03:00:00,227651890.5345123,0.0,3392534.683217762 
 01/12  04:00:00,221558462.08659798,0.0,5940715.105319051 
 01/12  05:00:00,215253505.86777836,0.0,3339296.514321888 
 01/12  06:00:00,213156958.28494018,0.0,3339296.514321888 
 01/12  07:00:00,214135377.7446705,0.0,6241588.159150699 
 01/12  08:00:00,99319288.01726855,0.0,6241655.8662059605 
 01/12  09:00:00,102306206.05690308,0.0,6407887.178652034 
 01/12  10:00:00,104605123.45024914,0.0,6408495.483388432 
 01/12  11:00:00,116695918.11623111,0.0,3339296.514321888 
 01/12  12:00:00,120607941.6346604,0.0,3339296.514321888 
 01/12  13:00:00,114309717.43278225,0.0,6069234.947316065 
 01/12  14:00:00,117738401.23320556,0.0,3339296.514321888 
 01/12  15:00:00,111280368.01529919,0.0,6069161.308705537 
 01/12  16:00:00,109118675.48529959,0.0,3339296.514321888 
 01/12  17:00:00,115302466.72475858,0.0,6068614.3561795 
 01/12  18:00:00,124775498.8518911,0.0,3339296.514321888 
 01/12  19:00:00,130475712.51408993,0.0,6272908.863681415 
 01/12  20:00:00,244291450.6391232,0.0,6272818.025280986 
 01/12  21:00:00,242744043.9524899,0.0,6272392.901308142 
 01/12  22:00:00,242548656.6256458,0.0,3806155.0105756735 
 01/12  23:00:00,248060852.1727358,0.0,5774768.796163879 
 01/12  24:00:00,256778570.4142657,0.0,6241615.511396652 
 01/13  01:00:00,261826630.57389984,0.0,3339296.514321888 
 01/13  02:00:00,263021902.00278443,0.0,3339296.514321888 
 01/13  03:00:00,257967966.6945055,0.0,5993929.17645492 
 01/13  04:00:00,260872784.61205083,0.0,3339296.514321888 
 01/13  05:00:00,267904559.04221445,0.0,3339296.514321888 
 01/13  06:00:00,273534189.10222393,0.0,5993765.750065872 
 01/13  07:00:00,273178650.79932535,0.0,3339296.514321888 
 01/13  08:00:00,152200841.16291925,0.0,6241192.7851054575 
 01/13  09:00:00,156957156.32350284,0.0,6407691.865200816 
 01/13  10:00:00,153695397.1577429,0.0,6407827.988099311 
 01/13  11:00:00,123018132.29197961,0.0,3339296.514321888 
 01/13  12:00:00,101540453.70106475,0.0,6069043.1304220315 
 01/13  13:00:00,106615511.03765607,0.0,3339296.514321888 
 01/13  14:00:00,111904248.52304435,0.0,6069181.451988507 
 01/13  15:00:00,113463433.60688023,0.0,3339296.514321888 
 01/13  16:00:00,114530766.05968957,0.0,5335790.06631799 
 01/13  17:00:00,114804640.80074863,0.0,4072210.386503615 
 01/13  18:00:00,116165563.79210266,0.0,6272301.619853474 
 01/13  19:00:00,117024729.51572405,0.0,4725838.850262042 
 01/13  20:00:00,231272366.95554963,0.0,4885390.651284933 
 01/13  21:00:00,227827480.8247461,0.0,6272455.150527792 
 01/13  22:00:00,225937498.76629752,0.0,6241930.123510256 
 01/13  23:00:00,224134807.77954376,0.0,4719538.10446115 
 01/13  24:00:00,222329981.72075182,0.0,4861033.335623735 
 01/14  01:00:00,221117704.43433398,0.0,5848484.0356575325 
 01/14  02:00:00,219514408.80738997,0.0,3484639.772480991 
 01/14  03:00:00,217267020.55250874,0.0,3339296.514321888 
 01/14  04:00:00,216238720.73018417,0.0,3339296.514321888 
 01/14  05:00:00,214770452.95006245,0.0,5993860.57960115 
 01/14  06:00:00,212621371.3767494,0.0,3339296.514321888 
 01/14  07:00:00,211430792.34751132,0.0,6241777.96985357 
 01/14  08:00:00,94846291.7909919,0.0,3339296.514321888 
 01/14  09:00:00,93077035.03514491,0.0,6408168.482840847 
 01/14  10:00:00,90481312.25217123,0.0,6407716.406334877 
 01/14  11:00:00,87516485.49449633,0.0,6068792.758627422 
 01/14  12:00:00,84366697.88947907,0.0,3339296.514321888 
 01/14  13:00:00,81098090.42193039,0.0,6069205.112623785 
 01/14  14:00:00,78832071.76413894,0.0,3339296.514321888 
 01/14  15:00:00,76027428.40317723,0.0,3339296.514321888 
 01/14  16:00:00,73780609.66749449,0.0,6068902.364971269 
 01/14  17:00:00,71131428.99600644,0.0,3339296.514321888 
 01/14  18:00:00,67701482.79994719,0.0,6272576.752606621 
 01/14  19:00:00,65354432.263757974,0.0,6272921.537405672 
 01/14  20:00:00,176183078.20917848,0.0,6272830.709822888 
 01/14  21:00:00,173196941.5295949,0.0,3339296.514321888 
 01/14  22:00:00,170926518.82056835,0.0,6241461.5534378495 
 01/14  23:00:00,167597698.69676313,0.0,6241828.711703543 
 01/14  24:00:00,166351298.4211602,0.0,5652858.243180605 
 01/15  01:00:00,164762468.6556626,0.0,3876724.666531016 
 01/15  02:00:00,162579480.1408871,0.0,3339296.514321888 
 01/15  03:00:00,161608586.22552714,0.0,3339296.514321888 
 01/15  04:00:00,161365175.80452514,0.0,5993991.23332686 
 01/15  05:00:00,160004832.41180173,0.0,3339296.514321888 
 01/15  06:00:00,159125880.60710236,0.0,3339296.514321888 
 01/15  07:00:00,158508868.0733906,0.0,6241281.766545324 
 01/15  08:00:00,45915367.126113884,0.0,6241970.869718411 
 01/15  09:00:00,46362433.486092046,0.0,6193248.171773844 
 01/15  10:00:00,45675562.316615954,0.0,5504683.874667808 
 01/15  11:00:00,45737509.388325185,0.0,4331863.127874534 
 01/15  12:00:00,45151997.43479034,0.0,3339296.514321888 
 01/15  13:00:00,44886422.592223,0.0,6068861.70290922 
 01/15  14:00:00,45180382.08448989,0.0,3339296.514321888 
 01/15  15:00:00,45422225.790484935,0.0,6069197.560783353 
 01/15  16:00:00,46819559.46522316,0.0,3339296.514321888 
 01/15  17:00:00,47750474.35461162,0.0,5604968.649119992 
 01/15  18:00:00,47944449.180163294,0.0,3838471.6610742025 
 01/15  19:00:00,48106891.567708224,0.0,6272201.614088986 
 01/15  20:00:00,162775263.28830683,0.0,6272310.506144505 
 01/15  21:00:00,162974947.4877544,0.0,6272770.369709256 
 01/15  22:00:00,163745016.20997298,0.0,3339296.514321888 
 01/15  23:00:00,164156643.04045373,0.0,6241503.659456972 
 01/15  24:00:00,165464465.78884754,0.0,6241762.453569524 
 01/16  01:00:00,166890101.93229163,0.0,3339296.514321888 
 01/16  02:00:00,169514075.41755706,0.0,3339296.514321888 
 01/16  03:00:00,172861513.5643705,0.0,5993816.976374978 
 01/16  04:00:00,176257999.7391318,0.0,3339296.514321888 
 01/16  05:00:00,179688097.94462663,0.0,3339296.514321888 
 01/16  06:00:00,183141414.05794412,0.0,3339296.514321888 
 01/16  07:00:00,187456304.8491591,0.0,6241930.482126391 
 01/16  08:00:00,75167650.0664898,0.0,6241274.661549799 
 01/16  09:00:00,90999283.849457,0.0,6408232.07400312 
 01/16  10:00:00,103128838.32936339,0.0,6407735.656622206 
 01/16  11:00:00,85539873.0945587,0.0,3339296.514321888 
 01/16  12:00:00,73066905.73550703,0.0,6068649.3913786085 
 01/16  13:00:00,71426799.53360114,0.0,3339296.514321888 
 01/16  14:00:00,75460608.7963106,0.0,3339296.514321888 
 01/16  15:00:00,81845675.65235296,0.0,6069227.373755343 
 01/16  16:00:00,88921343.46979956,0.0,3339296.514321888 
 01/16  17:00:00,96712945.35736015,0.0,6069153.72935812 
 01/16  18:00:00,103129617.46362437,0.0,5709536.3308460275 
 01/16  19:00:00,109920567.76169032,0.0,3902168.1160309743 
 01/16  20:00:00,230043465.03868172,0.0,6272069.810710091 
 01/16  21:00:00,235165108.44945845,0.0,6272336.004460815 
 01/16  22:00:00,241532867.19994655,0.0,6241923.918948204 
 01/16  23:00:00,247173013.4853925,0.0,3339296.514321888 
 01/16  24:00:00,254081166.08278155,0.0,6241281.1351473145 
 01/17  01:00:00,251701248.2578366,0.0,3339296.514321888 
 01/17  02:00:00,247296816.54760802,0.0,5993947.201427864 
 01/17  03:00:00,243891106.19931862,0.0,3339296.514321888 
 01/17  04:00:00,239831389.8189126,0.0,3339296.514321888 
 01/17  05:00:00,245158307.4373241,0.0,3339296.514321888 
 01/17  06:00:00,246772698.97068572,0.0,5993673.176478941 
 01/17  07:00:00,243877838.50345308,0.0,3534152.770424422 
 01/17  08:00:00,122902721.2686416,0.0,6046062.2866834905 
 01/17  09:00:00,113953230.32410976,0.0,6408474.398630554 
 01/17  10:00:00,103917863.03368208,0.0,6408327.693877868 
 01/17  11:00:00,93537214.87692702,0.0,4707431.802124666 
 01/17  12:00:00,83012997.13536088,0.0,4700460.428615501 
 01/17  13:00:00,72494792.98281312,0.0,3339296.514321888 
 01/17  14:00:00,68657761.6980911,0.0,6069122.030810501 
 01/17  15:00:00,67751590.03436963,0.0,3339296.514321888 
 01/17  16:00:00,67513719.6208702,0.0,6069175.497744696 
 01/17  17:00:00,67953289.35681278,0.0,3339296.514321888 
 01/17  18:00:00,67042527.849209435,0.0,6272433.832211336 
 01/17  19:00:00,66475627.1201658,0.0,6272949.513678164 
 01/17  20:00:00,175962061.09711143,0.0,3339296.514321888 
 01/17  21:00:00,171759421.84712893,0.0,6272858.707210701 
 01/17  22:00:00,168767412.6120303,0.0,6241430.0054336805 
 01/17  23:00:00,165409396.95542508,0.0,6241886.362902586 
 01/17  24:00:00,162973498.99696517,0.0,3339296.514321888 
 01/18  01:00:00,160659226.61121207,0.0,5993944.398527928 
 01/18  02:00:00,161826551.29899532,0.0,3339296.514321888 
 01/18  03:00:00,163971505.57509717,0.0,3339296.514321888 
 01/18  04:00:00,165485799.95159006,0.0,3702778.314088327 
 01/18  05:00:00,168150307.8236751,0.0,5630239.439875916 
 01/18  06:00:00,171513343.23409364,0.0,3339296.514321888 
 01/18  07:00:00,174544915.2905293,0.0,6241903.055670068 
 01/18  08:00:00,64215105.34979446,0.0,4479364.028847852 
 01/18  09:00:00,63047920.21754963,0.0,5503555.8997423155 
 01/18  10:00:00,61764116.196189,0.0,6108000.884849058 
 01/18  11:00:00,60801708.03520084,0.0,6069144.638759086 
 01/18  12:00:00,58457842.6721435,0.0,3339296.514321888 
 01/18  13:00:00,56438510.41386539,0.0,6068596.864921901 
 01/18  14:00:00,59400680.175569974,0.0,3339296.514321888 
 01/18  15:00:00,65013222.05181451,0.0,6069025.568356174 
 01/18  16:00:00,70723088.70320687,0.0,3339296.514321888 
 01/18  17:00:00,77512830.79020795,0.0,3339296.514321888 
 01/18  18:00:00,83811106.44937845,0.0,6272895.713297358 
 01/18  19:00:00,89422160.09646513,0.0,6272804.917452723 
 01/18  20:00:00,208416261.64315334,0.0,6272342.821043371 
 01/18  21:00:00,216536602.55280453,0.0,4829154.073081374 
 01/18  22:00:00,225470526.82917565,0.0,4766931.122610645 
