ogc_fid,param_name,assigned_value
4136730,occupant_density_m2_per_person_range,"(58.53146853146854, 71.53846153846155)"
4136730,occupant_density_m2_per_person,
4136730,liters_per_person_per_day_range,"(55.0, 65.0)"
4136730,liters_per_person_per_day,45.0
4136730,default_tank_volume_liters_range,"(250.0, 350.0)"
4136730,default_tank_volume_liters,277.5029318369119
4136730,default_heater_capacity_w_range,"(4000.0, 5000.0)"
4136730,default_heater_capacity_w,4223.210738148823
4136730,setpoint_c_range,"(58.0, 60.0)"
4136730,setpoint_c,59.472942428328025
4136730,usage_split_factor_range,"(0.5, 0.7)"
4136730,usage_split_factor,0.6353398974845822
4136730,peak_hours_range,"(2.0, 3.0)"
4136730,peak_hours,2.8921795677048454
4136730,sched_morning_range,"(0.6, 0.8)"
4136730,sched_morning,0.6173877665258832
4136730,sched_peak_range,"(0.9, 1.1)"
4136730,sched_peak,0.9843843639370542
4136730,sched_afternoon_range,"(0.2, 0.3)"
4136730,sched_afternoon,0.20297972194380703
4136730,sched_evening_range,"(0.6, 1.0)"
4136730,sched_evening,0.6874551899214414
4136731,occupant_density_m2_per_person_range,"(63.52941176470588, 77.6470588235294)"
4136731,occupant_density_m2_per_person,
4136731,liters_per_person_per_day_range,"(55.0, 65.0)"
4136731,liters_per_person_per_day,45.00000000000001
4136731,default_tank_volume_liters_range,"(250.0, 350.0)"
4136731,default_tank_volume_liters,277.5029318369119
4136731,default_heater_capacity_w_range,"(4000.0, 5000.0)"
4136731,default_heater_capacity_w,4223.210738148823
4136731,setpoint_c_range,"(58.0, 60.0)"
4136731,setpoint_c,59.472942428328025
4136731,usage_split_factor_range,"(0.5, 0.7)"
4136731,usage_split_factor,0.6353398974845822
4136731,peak_hours_range,"(2.0, 3.0)"
4136731,peak_hours,2.8921795677048454
4136731,sched_morning_range,"(0.6, 0.8)"
4136731,sched_morning,0.6173877665258832
4136731,sched_peak_range,"(0.9, 1.1)"
4136731,sched_peak,0.9843843639370542
4136731,sched_afternoon_range,"(0.2, 0.3)"
4136731,sched_afternoon,0.20297972194380703
4136731,sched_evening_range,"(0.6, 1.0)"
4136731,sched_evening,0.6874551899214414
