infiltration_base,occupant_density,heating_setpoint,error
0.7583767172440022,27.649212405007187,19.638131440883893,35.93116018561551
0.777547749354644,38.23557895568243,19.48683493752128,85.6951624208516
0.6031622809295943,23.153593416127705,22.14599826128784,55.03219605485483
0.5369988868071628,39.51158770091102,21.621911222224956,74.66331429308407
0.8394640599268453,22.314593669474736,23.775148939971935,51.18690251876894
1.0522068425378648,33.627086244365216,19.304210173302305,9.321145580468437
0.9190487410783238,34.719706960876664,19.32137187391097,90.14006006946154
0.6773617014181224,30.32352084123835,21.979609553602984,63.028820791751414
1.0830013591900065,28.285395959727104,23.013244265734144,52.796733760933435
0.5219231479175994,35.43178268540082,20.30202175172217,22.174014687156816
0.5537802726978466,33.93500391308169,21.52584768447199,8.664154449541217
1.029790366874793,36.23834713909406,23.430086423403957,34.909733894253414
0.5305028022885921,36.65662283473284,22.599929263110685,18.340709872555617
1.0502329221797573,25.46149458499908,23.504441031392474,92.41575702305921
0.9906016233386741,24.590842231460798,19.932043558156828,33.92906037631563
0.669243682960721,23.732380647852388,22.066211910163275,38.185697233126625
1.03536242782857,25.4210026964684,19.502465782194317,20.084361324067423
0.9088907541662223,35.61181800439326,20.50019459227627,7.647256475773645
0.5552687698386334,25.484607228162293,19.219576423635452,64.745031670994
1.150809887584179,23.12102565143149,19.79311264910188,44.99039610482994
1.0079326407539706,37.92946874303807,20.096248415145507,10.036727155314484
0.9267515757101619,39.8223905665514,23.566434525815694,73.08996708095088
1.1025064829112416,24.186701924428963,20.182175770876192,53.586570916832564
1.0412695853362397,34.496066071073564,21.34323665479558,65.48170389132616
0.6145297065640885,37.974768689786195,20.229632233588983,81.07694497501646
1.20148100915386,25.38491019926543,22.81702315966678,16.394336777828013
1.0774688801284085,35.33069999049793,21.41619033385264,71.81005888070634
0.8128161534429521,35.54770887427402,21.67945399434051,79.2884146026937
1.0093456947111696,39.59921500072133,22.186462543933576,84.2232231650357
0.5638061856801471,28.274613979814973,23.31690758631063,5.987861573293429
