ogc_fid,param_name,assigned_value
4136730,fenez_wwr,0.32
4136731,fenez_top_opq.obj_type,MATERIAL
4136731,fenez_top_opq.Name,Concrete_200mm
4136731,fenez_top_opq.Roughness,MediumRough
4136731,fenez_top_opq.Thickness,0.20204571836214924
4136731,fenez_top_opq.Conductivity,1.5091648767311325
4136731,fenez_top_opq.Density,2272.7898275651546
4136731,fenez_top_opq.Specific_Heat,878.9387963602107
4136731,fenez_top_opq.Thermal_Absorptance,0.9
4136731,fenez_top_opq.Solar_Absorptance,0.7
4136731,fenez_top_opq.Visible_Absorptance,0.7
4136731,fenez_top_win.obj_type,WINDOWMATERIAL:GLAZING
4136731,fenez_top_win.Name,Glazing_Clear_3mm_Post
4136731,fenez_top_win.Optical_Data_Type,SpectralAverage
4136731,fenez_top_win.IR_Transmittance,0.0
4136731,fenez_top_win.Solar_Diffusing,No
4136731,fenez_top_win.Thickness,0.003
4136731,fenez_top_win.Solar_Transmittance,0.75
4136731,fenez_top_win.Front_Solar_Reflectance,0.07
4136731,fenez_top_win.Back_Solar_Reflectance,0.07
4136731,fenez_top_win.Visible_Transmittance,0.85
4136731,fenez_top_win.Front_Visible_Reflectance,0.07
4136731,fenez_top_win.Back_Visible_Reflectance,0.07
4136731,fenez_top_win.Front_IR_Emissivity,0.84
4136731,fenez_top_win.Back_IR_Emissivity,0.84
4136731,fenez_top_win.Conductivity,1.0
4136731,fenez_top_win.Dirt_Correction_Factor,1.0
4136731,fenez_ground_floor_opq.obj_type,MATERIAL:NOMASS
4136731,fenez_ground_floor_opq.Name,InsulationBoard_R2
4136731,fenez_ground_floor_opq.Roughness,MediumRough
4136731,fenez_ground_floor_opq.Thermal_Resistance,2.513267984841932
4136731,fenez_ground_floor_opq.Thermal_Absorptance,0.9
4136731,fenez_ground_floor_opq.Solar_Absorptance,0.7
4136731,fenez_ground_floor_opq.Visible_Absorptance,0.7
4136731,fenez_ground_floor_R_value,2.513267984841932
4136731,fenez_ground_floor_U_value,0.3439186355480654
4136731,fenez_ground_floor_area_m2,120.0
4136731,fenez_exterior_wall_opq.obj_type,MATERIAL
4136731,fenez_exterior_wall_opq.Name,Concrete_200mm
4136731,fenez_exterior_wall_opq.Roughness,MediumRough
4136731,fenez_exterior_wall_opq.Thickness,0.19579791976923627
4136731,fenez_exterior_wall_opq.Conductivity,0.07251774806268009
4136731,fenez_exterior_wall_opq.Density,2260.100142940973
4136731,fenez_exterior_wall_opq.Specific_Heat,877.7973603110092
4136731,fenez_exterior_wall_opq.Thermal_Absorptance,0.9
4136731,fenez_exterior_wall_opq.Solar_Absorptance,0.7
4136731,fenez_exterior_wall_opq.Visible_Absorptance,0.7
4136731,fenez_exterior_wall_R_value,2.7
4136731,fenez_exterior_wall_U_value,0.37
4136731,fenez_exterior_wall_area_m2,300.0
4136731,fenez_flat_roof_opq.obj_type,MATERIAL
4136731,fenez_flat_roof_opq.Name,Roof_Insulation_R5
4136731,fenez_flat_roof_opq.Roughness,MediumRough
4136731,fenez_flat_roof_opq.Thickness,0.04379455441757648
4136731,fenez_flat_roof_opq.Conductivity,0.01251272983359328
4136731,fenez_flat_roof_opq.Density,28.199998799270464
4136731,fenez_flat_roof_opq.Specific_Heat,1455.6949743774646
4136731,fenez_flat_roof_opq.Thermal_Absorptance,0.9
4136731,fenez_flat_roof_opq.Solar_Absorptance,0.7
4136731,fenez_flat_roof_opq.Visible_Absorptance,0.7
4136731,fenez_flat_roof_R_value,3.5
4136731,fenez_flat_roof_U_value,0.2970125258258996
4136731,fenez_flat_roof_area_m2,200.0
4136731,fenez_windows_win.obj_type,WINDOWMATERIAL:GLAZING
4136731,fenez_windows_win.Name,Glazing_Clear_3mm
4136731,fenez_windows_win.Optical_Data_Type,SpectralAverage
4136731,fenez_windows_win.IR_Transmittance,0.0
4136731,fenez_windows_win.Solar_Diffusing,No
4136731,fenez_windows_win.Thickness,0.003
4136731,fenez_windows_win.Solar_Transmittance,0.7653395564409823
4136731,fenez_windows_win.Front_Solar_Reflectance,0.07936654587712494
4136731,fenez_windows_win.Back_Solar_Reflectance,0.07648035385246593
4136731,fenez_windows_win.Visible_Transmittance,0.8721826201133398
4136731,fenez_windows_win.Front_Visible_Reflectance,0.06171138648198097
4136731,fenez_windows_win.Back_Visible_Reflectance,0.0672912679795035
4136731,fenez_windows_win.Front_IR_Emissivity,0.84
4136731,fenez_windows_win.Back_IR_Emissivity,0.84
4136731,fenez_windows_win.Conductivity,0.006658029826100078
4136731,fenez_windows_win.Dirt_Correction_Factor,1.0
4136731,fenez_windows_U_value,2.219343275366693
4136731,fenez_windows_area_m2,36.0
4136731,fenez_doors_opq.obj_type,MATERIAL
4136731,fenez_doors_opq.Name,DoorPanel_Range
4136731,fenez_doors_opq.Roughness,MediumSmooth
4136731,fenez_doors_opq.Thickness,0.046356844442644006
4136731,fenez_doors_opq.Conductivity,0.14834190221646082
4136731,fenez_doors_opq.Density,637.0180967116883
4136731,fenez_doors_opq.Specific_Heat,1220.9507030771488
4136731,fenez_doors_opq.Thermal_Absorptance,0.9
4136731,fenez_doors_opq.Solar_Absorptance,0.7
4136731,fenez_doors_opq.Visible_Absorptance,0.7
4136731,fenez_doors_U_value,3.2
4136731,fenez_doors_area_m2,10.0
4136731,fenez_wwr,0.32
