scenario_index,ogc_fid,object_name,param_name,old_param_value,new_param_value,old_param_min,new_param_min,old_param_max,new_param_max,source_file
0,4136730,LIGHTS,lights_wm2,19.278853596915766,18.096394493882663,18.0,10.237102269446664,20.0,25.554699973267148,scenario_params_elec.csv
0,4136730,ELECTRICEQUIPMENT,parasitic_wm2,0.285,0.3037803469347428,0.285,0.059618215308683706,0.285,0.37109955439924813,scenario_params_elec.csv
0,4136730,LIGHTS_SCHEDULE,tD,2000.0,1734.3692331614143,2000.0,1387.0898961870296,2000.0,2724.528008319164,scenario_params_elec.csv
0,4136730,LIGHTS_SCHEDULE,tN,11024.010755222667,11353.222460168226,10999.0,4497.900701054636,11999.0,13238.188912518503,scenario_params_elec.csv
0,4136730,LIGHTS.Fraction_Radiant,lights_fraction_radiant,0.7,0.6340519138081046,0.7,0.15009464103138365,0.7,1.2187293002223933,scenario_params_elec.csv
0,4136730,LIGHTS.Fraction_Visible,lights_fraction_visible,0.2,0.22893782474678773,0.2,0.1553213720715807,0.2,0.344758427007969,scenario_params_elec.csv
0,4136730,LIGHTS.Fraction_Replaceable,lights_fraction_replaceable,1.0,0.9727718774074495,1.0,0.41677363124103134,1.0,1.4580735423785467,scenario_params_elec.csv
0,4136730,ELECTRICEQUIPMENT.Fraction_Radiant,equip_fraction_radiant,0.0,9.699882647040876e-05,0.0,9.699882647040876e-05,0.0,0.00023841724938685206,scenario_params_elec.csv
0,4136730,ELECTRICEQUIPMENT.Fraction_Lost,equip_fraction_lost,1.0,0.8934293964749311,1.0,0.6875901441214379,1.0,2.1089493431160555,scenario_params_elec.csv
1,4136730,LIGHTS,lights_wm2,18.55005863673824,18.096394493882663,18.0,10.237102269446664,20.0,25.554699973267148,scenario_params_elec.csv
1,4136730,ELECTRICEQUIPMENT,parasitic_wm2,0.285,0.3037803469347428,0.285,0.059618215308683706,0.285,0.37109955439924813,scenario_params_elec.csv
1,4136730,LIGHTS_SCHEDULE,tD,2000.0,1734.3692331614143,2000.0,1387.0898961870296,2000.0,2724.528008319164,scenario_params_elec.csv
1,4136730,LIGHTS_SCHEDULE,tN,11222.210738148822,11353.222460168226,10999.0,4497.900701054636,11999.0,13238.188912518503,scenario_params_elec.csv
1,4136730,LIGHTS.Fraction_Radiant,lights_fraction_radiant,0.7,0.6340519138081046,0.7,0.15009464103138365,0.7,1.2187293002223933,scenario_params_elec.csv
1,4136730,LIGHTS.Fraction_Visible,lights_fraction_visible,0.2,0.22893782474678773,0.2,0.1553213720715807,0.2,0.344758427007969,scenario_params_elec.csv
1,4136730,LIGHTS.Fraction_Replaceable,lights_fraction_replaceable,1.0,0.9727718774074495,1.0,0.41677363124103134,1.0,1.4580735423785467,scenario_params_elec.csv
1,4136730,ELECTRICEQUIPMENT.Fraction_Radiant,equip_fraction_radiant,0.0,9.699882647040876e-05,0.0,9.699882647040876e-05,0.0,0.00023841724938685206,scenario_params_elec.csv
1,4136730,ELECTRICEQUIPMENT.Fraction_Lost,equip_fraction_lost,1.0,0.8934293964749311,1.0,0.6875901441214379,1.0,2.1089493431160555,scenario_params_elec.csv
2,4136730,LIGHTS,lights_wm2,19.472942428328025,18.096394493882663,18.0,10.237102269446664,20.0,25.554699973267148,scenario_params_elec.csv
2,4136730,ELECTRICEQUIPMENT,parasitic_wm2,0.285,0.3037803469347428,0.285,0.059618215308683706,0.285,0.37109955439924813,scenario_params_elec.csv
2,4136730,LIGHTS_SCHEDULE,tD,2000.0,1734.3692331614143,2000.0,1387.0898961870296,2000.0,2724.528008319164,scenario_params_elec.csv
2,4136730,LIGHTS_SCHEDULE,tN,11675.699487422911,11353.222460168226,10999.0,4497.900701054636,11999.0,13238.188912518503,scenario_params_elec.csv
2,4136730,LIGHTS.Fraction_Radiant,lights_fraction_radiant,0.7,0.6340519138081046,0.7,0.15009464103138365,0.7,1.2187293002223933,scenario_params_elec.csv
2,4136730,LIGHTS.Fraction_Visible,lights_fraction_visible,0.2,0.22893782474678773,0.2,0.1553213720715807,0.2,0.344758427007969,scenario_params_elec.csv
2,4136730,LIGHTS.Fraction_Replaceable,lights_fraction_replaceable,1.0,0.9727718774074495,1.0,0.41677363124103134,1.0,1.4580735423785467,scenario_params_elec.csv
2,4136730,ELECTRICEQUIPMENT.Fraction_Radiant,equip_fraction_radiant,0.0,9.699882647040876e-05,0.0,9.699882647040876e-05,0.0,0.00023841724938685206,scenario_params_elec.csv
2,4136730,ELECTRICEQUIPMENT.Fraction_Lost,equip_fraction_lost,1.0,0.8934293964749311,1.0,0.6875901441214379,1.0,2.1089493431160555,scenario_params_elec.csv
3,4136730,LIGHTS,lights_wm2,19.78435913540969,18.096394493882663,18.0,10.237102269446664,20.0,25.554699973267148,scenario_params_elec.csv
3,4136730,ELECTRICEQUIPMENT,parasitic_wm2,0.285,0.3037803469347428,0.285,0.059618215308683706,0.285,0.37109955439924813,scenario_params_elec.csv
3,4136730,LIGHTS_SCHEDULE,tD,2000.0,1734.3692331614143,2000.0,1387.0898961870296,2000.0,2724.528008319164,scenario_params_elec.csv
3,4136730,LIGHTS_SCHEDULE,tN,11085.938832629416,11353.222460168226,10999.0,4497.900701054636,11999.0,13238.188912518503,scenario_params_elec.csv
3,4136730,LIGHTS.Fraction_Radiant,lights_fraction_radiant,0.7,0.6340519138081046,0.7,0.15009464103138365,0.7,1.2187293002223933,scenario_params_elec.csv
3,4136730,LIGHTS.Fraction_Visible,lights_fraction_visible,0.2,0.22893782474678773,0.2,0.1553213720715807,0.2,0.344758427007969,scenario_params_elec.csv
3,4136730,LIGHTS.Fraction_Replaceable,lights_fraction_replaceable,1.0,0.9727718774074495,1.0,0.41677363124103134,1.0,1.4580735423785467,scenario_params_elec.csv
3,4136730,ELECTRICEQUIPMENT.Fraction_Radiant,equip_fraction_radiant,0.0,9.699882647040876e-05,0.0,9.699882647040876e-05,0.0,0.00023841724938685206,scenario_params_elec.csv
3,4136730,ELECTRICEQUIPMENT.Fraction_Lost,equip_fraction_lost,1.0,0.8934293964749311,1.0,0.6875901441214379,1.0,2.1089493431160555,scenario_params_elec.csv
4,4136730,LIGHTS,lights_wm2,18.84384363937054,18.096394493882663,18.0,10.237102269446664,20.0,25.554699973267148,scenario_params_elec.csv
4,4136730,ELECTRICEQUIPMENT,parasitic_wm2,0.285,0.3037803469347428,0.285,0.059618215308683706,0.285,0.37109955439924813,scenario_params_elec.csv
4,4136730,LIGHTS_SCHEDULE,tD,2000.0,1734.3692331614143,2000.0,1387.0898961870296,2000.0,2724.528008319164,scenario_params_elec.csv
4,4136730,LIGHTS_SCHEDULE,tN,11028.79721943807,11353.222460168226,10999.0,4497.900701054636,11999.0,13238.188912518503,scenario_params_elec.csv
4,4136730,LIGHTS.Fraction_Radiant,lights_fraction_radiant,0.7,0.6340519138081046,0.7,0.15009464103138365,0.7,1.2187293002223933,scenario_params_elec.csv
4,4136730,LIGHTS.Fraction_Visible,lights_fraction_visible,0.2,0.22893782474678773,0.2,0.1553213720715807,0.2,0.344758427007969,scenario_params_elec.csv
4,4136730,LIGHTS.Fraction_Replaceable,lights_fraction_replaceable,1.0,0.9727718774074495,1.0,0.41677363124103134,1.0,1.4580735423785467,scenario_params_elec.csv
4,4136730,ELECTRICEQUIPMENT.Fraction_Radiant,equip_fraction_radiant,0.0,9.699882647040876e-05,0.0,9.699882647040876e-05,0.0,0.00023841724938685206,scenario_params_elec.csv
4,4136730,ELECTRICEQUIPMENT.Fraction_Lost,equip_fraction_lost,1.0,0.8934293964749311,1.0,0.6875901441214379,1.0,2.1089493431160555,scenario_params_elec.csv
